route_id,route_name,stop_sequence,stop_id,stop_name,lat,lng
R2988891,Panauti - Ratnapark,9,S0062,Babarmahal Stop East,27.69032,85.328762
R2988891,Panauti - Ratnapark,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988891,Panauti - Ratnapark,11,S0029,Minbhawan,27.6877,85.338462
R2988891,Panauti - Ratnapark,12,S0127,Shantinagar Stop,27.687086,85.341372
R2988891,Panauti - Ratnapark,13,S0017,Tinkune Stop,27.6835,85.3486
R2988891,Panauti - Ratnapark,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988891,Panauti - Ratnapark,15,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988891,Panauti - Ratnapark,16,S0159,Jadibuti,27.675459,85.3516
R2988891,Panauti - Ratnapark,17,S0022,Lokanthali North,27.674829,85.359862
R2988891,Panauti - Ratnapark,18,S0004,Kaushaltar,27.674541,85.364349
R2988891,Panauti - Ratnapark,19,S0092,Gathaghar,27.674014,85.373177
R2988891,Panauti - Ratnapark,20,S0007,Chardobato,27.673553,85.381717
R2988891,Panauti - Ratnapark,21,S0110,Thimi Stop,27.673336,85.386293
R2988891,Panauti - Ratnapark,22,S0147,Radhe Radhe,27.67459,85.39748
R2988891,Panauti - Ratnapark,23,S0202,Srijananagar,27.672911,85.404267
R2988891,Panauti - Ratnapark,24,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2988891,Panauti - Ratnapark,25,S0095,Sallaghari Stop,27.669934,85.41116
R2988891,Panauti - Ratnapark,26,S0229,Chundevi Bus Stop (Chunudevi),27.6669,85.4172
R2988891,Panauti - Ratnapark,27,S0019,Barahi Movies,27.665917,85.421493
R2988891,Panauti - Ratnapark,28,S0089,Suryabinayek,27.66574,85.424212
R2988891,Panauti - Ratnapark,29,S0178,Adarsha,27.666463,85.433093
R2988891,Panauti - Ratnapark,30,S0190,Jagati,27.666463,85.436463
R2988891,Panauti - Ratnapark,31,S0117,Sanga,27.641915,85.477679
R2988891,Panauti - Ratnapark,32,S0160,Bansdol,27.632201,85.494012
R2988891,Panauti - Ratnapark,33,S0121,Banepa Tindobato,27.631218,85.51877
R2988891,Panauti - Ratnapark,34,S0153,Poolbazar Bus Stop (Pulbazar),27.6322,85.5153
R2988891,Panauti - Ratnapark,35,S0136,Banepa,27.630047,85.523985
R2988891,Panauti - Ratnapark,36,S0208,Panauti,27.587136,85.513334
R2988893,Ratnapark-Changu,1,S0031,Bagbazar Stop,27.705828,85.317204
R2988893,Ratnapark-Changu,2,S0198,Purano Bus Park,27.703654,85.316517
R2988893,Ratnapark-Changu,3,S0086,Tourism Board Stop,27.702332,85.3168
R2988893,Ratnapark-Changu,4,S0088,Bhadrakali,27.699352,85.317713
R2988893,Ratnapark-Changu,5,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988893,Ratnapark-Changu,6,S0097,Maitighar,27.693965,85.320962
R2988893,Ratnapark-Changu,7,S0028,Babarmahal,27.692579,85.323905
R2988893,Ratnapark-Changu,8,S0099,Babarmahal Stop West,27.692337,85.3244
R2988893,Ratnapark-Changu,9,S0034,Buddhanagar Stop,27.68933,85.331039
R2988893,Ratnapark-Changu,10,S0062,Babarmahal Stop East,27.69032,85.328762
R2988893,Ratnapark-Changu,11,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988893,Ratnapark-Changu,12,S0029,Minbhawan,27.6877,85.338462
R2988893,Ratnapark-Changu,13,S0127,Shantinagar Stop,27.687086,85.341372
R2988893,Ratnapark-Changu,14,S0017,Tinkune Stop,27.6835,85.3486
R2988893,Ratnapark-Changu,15,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988893,Ratnapark-Changu,16,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988893,Ratnapark-Changu,17,S0159,Jadibuti,27.675459,85.3516
R2988893,Ratnapark-Changu,18,S0022,Lokanthali North,27.674829,85.359862
R2988893,Ratnapark-Changu,19,S0004,Kaushaltar,27.674541,85.364349
R2988893,Ratnapark-Changu,20,S0092,Gathaghar,27.674014,85.373177
R2988893,Ratnapark-Changu,21,S0007,Chardobato,27.673553,85.381717
R2988893,Ratnapark-Changu,22,S0110,Thimi Stop,27.673336,85.386293
R2988893,Ratnapark-Changu,23,S0147,Radhe Radhe,27.67459,85.39748
R2988893,Ratnapark-Changu,24,S0202,Srijananagar,27.672911,85.404267
R2988893,Ratnapark-Changu,25,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2988893,Ratnapark-Changu,26,S0014,Sallaghari North,27.674055,85.409969
R2988893,Ratnapark-Changu,27,S0081,Bhaktapur Hospital Stop,27.671988,85.422408
R2988893,Ratnapark-Changu,28,S0161,Bhaktapur Bus Park,27.671307,85.422416
R2988893,Ratnapark-Changu,29,S0199,Byasi Stop,27.674804,85.427443
R2988893,Ratnapark-Changu,30,S0165,Mahakali Stop,27.675964,85.431831
R2988893,Ratnapark-Changu,31,S0224,Changu Narayan,27.716321,85.43078
R2988930,Kamal Binayak-Nagarkot,1,S0025,Kamal Binayak,27.677327,85.436917
R2988930,Kamal Binayak-Nagarkot,2,S0039,Nagarkot,27.718471,85.519066
R2988983,Chyamasingh to Ratnapark,1,S0145,Chyamasingh,27.673427,85.438368
R2988983,Chyamasingh to Ratnapark,2,S0190,Jagati,27.666463,85.436463
R2988983,Chyamasingh to Ratnapark,3,S0178,Adarsha,27.666463,85.433093
R2988983,Chyamasingh to Ratnapark,4,S0089,Suryabinayek,27.66574,85.424212
R2988983,Chyamasingh to Ratnapark,5,S0229,Chundevi Bus Stop (Chunudevi),27.6669,85.4172
R2988983,Chyamasingh to Ratnapark,6,S0019,Barahi Movies,27.665917,85.421493
R2988983,Chyamasingh to Ratnapark,7,S0095,Sallaghari Stop,27.669934,85.41116
R2988983,Chyamasingh to Ratnapark,8,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2988983,Chyamasingh to Ratnapark,9,S0202,Srijananagar,27.672911,85.404267
R2988983,Chyamasingh to Ratnapark,10,S0147,Radhe Radhe,27.67459,85.39748
R2988983,Chyamasingh to Ratnapark,11,S0110,Thimi Stop,27.673336,85.386293
R2988983,Chyamasingh to Ratnapark,12,S0007,Chardobato,27.673553,85.381717
R2988983,Chyamasingh to Ratnapark,13,S0092,Gathaghar,27.674014,85.373177
R2988983,Chyamasingh to Ratnapark,14,S0004,Kaushaltar,27.674541,85.364349
R2988983,Chyamasingh to Ratnapark,15,S0022,Lokanthali North,27.674829,85.359862
R2988983,Chyamasingh to Ratnapark,16,S0159,Jadibuti,27.675459,85.3516
R2988983,Chyamasingh to Ratnapark,17,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988983,Chyamasingh to Ratnapark,18,S0017,Tinkune Stop,27.6835,85.3486
R2988983,Chyamasingh to Ratnapark,19,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988983,Chyamasingh to Ratnapark,20,S0127,Shantinagar Stop,27.687086,85.341372
R2988983,Chyamasingh to Ratnapark,21,S0029,Minbhawan,27.6877,85.338462
R2988983,Chyamasingh to Ratnapark,22,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988983,Chyamasingh to Ratnapark,23,S0034,Buddhanagar Stop,27.68933,85.331039
R2988983,Chyamasingh to Ratnapark,24,S0062,Babarmahal Stop East,27.69032,85.328762
R2988983,Chyamasingh to Ratnapark,25,S0028,Babarmahal,27.692579,85.323905
R2988983,Chyamasingh to Ratnapark,26,S0099,Babarmahal Stop West,27.692337,85.3244
R2988983,Chyamasingh to Ratnapark,27,S0097,Maitighar,27.693965,85.320962
R2988983,Chyamasingh to Ratnapark,28,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988983,Chyamasingh to Ratnapark,29,S0088,Bhadrakali,27.699352,85.317713
R2988983,Chyamasingh to Ratnapark,30,S0067,Shahid Gate,27.699685,85.314748
R2988983,Chyamasingh to Ratnapark,31,S0076,Sundhara Stop,27.700542,85.313503
R2988983,Chyamasingh to Ratnapark,32,S0100,RNAC stop,27.70221,85.313638
R2988983,Chyamasingh to Ratnapark,33,S0171,Bir Hospital,27.705723,85.314074
R2988983,Chyamasingh to Ratnapark,34,S0013,Ratna Park,27.706705,85.315249
R2988983,Chyamasingh to Ratnapark,35,S0198,Purano Bus Park,27.703654,85.316517
R2988993,Ratnapark - Dhulikhel,1,S0198,Purano Bus Park,27.703654,85.316517
R2988993,Ratnapark - Dhulikhel,2,S0086,Tourism Board Stop,27.702332,85.3168
R2988993,Ratnapark - Dhulikhel,3,S0088,Bhadrakali,27.699352,85.317713
R2988993,Ratnapark - Dhulikhel,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988993,Ratnapark - Dhulikhel,5,S0097,Maitighar,27.693965,85.320962
R2988993,Ratnapark - Dhulikhel,6,S0028,Babarmahal,27.692579,85.323905
R2988993,Ratnapark - Dhulikhel,7,S0099,Babarmahal Stop West,27.692337,85.3244
R2988993,Ratnapark - Dhulikhel,8,S0034,Buddhanagar Stop,27.68933,85.331039
R2988993,Ratnapark - Dhulikhel,9,S0062,Babarmahal Stop East,27.69032,85.328762
R2988993,Ratnapark - Dhulikhel,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988993,Ratnapark - Dhulikhel,11,S0029,Minbhawan,27.6877,85.338462
R2988993,Ratnapark - Dhulikhel,12,S0127,Shantinagar Stop,27.687086,85.341372
R2988993,Ratnapark - Dhulikhel,13,S0017,Tinkune Stop,27.6835,85.3486
R2988993,Ratnapark - Dhulikhel,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988993,Ratnapark - Dhulikhel,15,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988993,Ratnapark - Dhulikhel,16,S0159,Jadibuti,27.675459,85.3516
R2988993,Ratnapark - Dhulikhel,17,S0022,Lokanthali North,27.674829,85.359862
R2988993,Ratnapark - Dhulikhel,18,S0004,Kaushaltar,27.674541,85.364349
R2988993,Ratnapark - Dhulikhel,19,S0092,Gathaghar,27.674014,85.373177
R2988993,Ratnapark - Dhulikhel,20,S0007,Chardobato,27.673553,85.381717
R2988993,Ratnapark - Dhulikhel,21,S0110,Thimi Stop,27.673336,85.386293
R2988993,Ratnapark - Dhulikhel,22,S0147,Radhe Radhe,27.67459,85.39748
R2988993,Ratnapark - Dhulikhel,23,S0202,Srijananagar,27.672911,85.404267
R2988993,Ratnapark - Dhulikhel,24,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2988993,Ratnapark - Dhulikhel,25,S0095,Sallaghari Stop,27.669934,85.41116
R2988993,Ratnapark - Dhulikhel,26,S0229,Chundevi Bus Stop (Chunudevi),27.6669,85.4172
R2988993,Ratnapark - Dhulikhel,27,S0019,Barahi Movies,27.665917,85.421493
R2988993,Ratnapark - Dhulikhel,28,S0089,Suryabinayek,27.66574,85.424212
R2988993,Ratnapark - Dhulikhel,29,S0178,Adarsha,27.666463,85.433093
R2988993,Ratnapark - Dhulikhel,30,S0190,Jagati,27.666463,85.436463
R2988993,Ratnapark - Dhulikhel,31,S0117,Sanga,27.641915,85.477679
R2988993,Ratnapark - Dhulikhel,32,S0160,Bansdol,27.632201,85.494012
R2988993,Ratnapark - Dhulikhel,33,S0121,Banepa Tindobato,27.631218,85.51877
R2988993,Ratnapark - Dhulikhel,34,S0153,Poolbazar Bus Stop (Pulbazar),27.6322,85.5153
R2988993,Ratnapark - Dhulikhel,35,S0136,Banepa,27.630047,85.523985
R2988993,Ratnapark - Dhulikhel,36,S0001,KU Bus Stand (26 Kilo),27.625178,85.540892
R2988993,Ratnapark - Dhulikhel,37,S0183,Dhulikhel Stop,27.618415,85.554015
R2989012,Ratna Park - Daksinkali,1,S0198,Purano Bus Park,27.703654,85.316517
R2989012,Ratna Park - Daksinkali,2,S0086,Tourism Board Stop,27.702332,85.3168
R2989012,Ratna Park - Daksinkali,3,S0067,Shahid Gate,27.699685,85.314748
R2989012,Ratna Park - Daksinkali,4,S0076,Sundhara Stop,27.700542,85.313503
R2989012,Ratna Park - Daksinkali,5,S0056,Tripureshwor,27.694418,85.314128
R2989012,Ratna Park - Daksinkali,6,S0023,Kalimati,27.69843,85.29944
R2989012,Ratna Park - Daksinkali,7,S0230,Balkhu,27.6823,85.2985
R2989012,Ratna Park - Daksinkali,8,S0233,Balkhu Stop,27.684798,85.298592
R2989012,Ratna Park - Daksinkali,9,S0225,Kumari Club,27.682663,85.298599
R2989012,Ratna Park - Daksinkali,10,S0043,TU Gate,27.67888,85.297212
R2989012,Ratna Park - Daksinkali,11,S0049,Naya Bato,27.676114,85.293897
R2989012,Ratna Park - Daksinkali,12,S0073,Chobhar Gate,27.670449,85.290622
R2989012,Ratna Park - Daksinkali,13,S0173,Dakshinkali,27.613062,85.264669
R2989021,Lagankhel-Chapagaun,1,S0219,Lagankhel,27.662461,85.323946
R2989021,Lagankhel-Chapagaun,2,S0194,Batuk Bhairav,27.664475,85.324003
R2989021,Lagankhel-Chapagaun,3,S0112,Lagankhel Stop,27.6668,85.3219
R2989021,Lagankhel-Chapagaun,4,S0223,Lalitpur Industrial Estate,27.667312,85.322256
R2989021,Lagankhel-Chapagaun,5,S0011,Satdobato Chowk Stop,27.6656,85.3283
R2989021,Lagankhel-Chapagaun,6,S0216,Thecho,27.6153,85.319176
R2989021,Lagankhel-Chapagaun,7,S0060,Chapagaun,27.592941,85.324403
R2989036,Purano Bus Park - jorpati,1,S0198,Purano Bus Park,27.703654,85.316517
R2989036,Purano Bus Park - jorpati,2,S0086,Tourism Board Stop,27.702332,85.3168
R2989036,Purano Bus Park - jorpati,3,S0088,Bhadrakali,27.699352,85.317713
R2989036,Purano Bus Park - jorpati,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R2989036,Purano Bus Park - jorpati,5,S0097,Maitighar,27.693965,85.320962
R2989036,Purano Bus Park - jorpati,6,S0028,Babarmahal,27.692579,85.323905
R2989036,Purano Bus Park - jorpati,7,S0099,Babarmahal Stop West,27.692337,85.3244
R2989036,Purano Bus Park - jorpati,8,S0034,Buddhanagar Stop,27.68933,85.331039
R2989036,Purano Bus Park - jorpati,9,S0062,Babarmahal Stop East,27.69032,85.328762
R2989036,Purano Bus Park - jorpati,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2989036,Purano Bus Park - jorpati,11,S0029,Minbhawan,27.6877,85.338462
R2989036,Purano Bus Park - jorpati,12,S0127,Shantinagar Stop,27.687086,85.341372
R2989036,Purano Bus Park - jorpati,13,S0017,Tinkune Stop,27.6835,85.3486
R2989036,Purano Bus Park - jorpati,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2989036,Purano Bus Park - jorpati,15,S0053,Gairigaun Stop,27.687275,85.35056
R2989036,Purano Bus Park - jorpati,16,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R2989036,Purano Bus Park - jorpati,17,S0070,Airport Bus Station,27.700728,85.353666
R2989036,Purano Bus Park - jorpati,18,S0071,पिङ्गलस्थान,27.70581,85.347131
R2989036,Purano Bus Park - jorpati,19,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2989036,Purano Bus Park - jorpati,20,S0052,JayaBageshwari Stop,27.711989,85.344999
R2989036,Purano Bus Park - jorpati,21,S0195,Chabahil चाबाहील,27.717,85.3465
R2989036,Purano Bus Park - jorpati,22,S0172,Hyatt Regency,27.7194,85.354109
R2989036,Purano Bus Park - jorpati,23,S0026,Boudha,27.72072,85.36176
R2989036,Purano Bus Park - jorpati,24,S0135,Jorpati,27.721763,85.372632
R2989074,Sakhu - Purano Bus Park,1,S0146,Sakhu Stop,27.727684,85.461668
R2989074,Sakhu - Purano Bus Park,2,S0371,Bramhakhel,27.7299,85.4279
R2989074,Sakhu - Purano Bus Park,3,S0370,Danchhi,27.72989,85.41778
R2989074,Sakhu - Purano Bus Park,4,S0369,Thali,27.72694,85.40417
R2989074,Sakhu - Purano Bus Park,5,S0135,Jorpati,27.721763,85.372632
R2989074,Sakhu - Purano Bus Park,6,S0026,Boudha,27.72072,85.36176
R2989074,Sakhu - Purano Bus Park,7,S0172,Hyatt Regency,27.7194,85.354109
R2989074,Sakhu - Purano Bus Park,8,S0195,Chabahil चाबाहील,27.717,85.3465
R2989074,Sakhu - Purano Bus Park,9,S0052,JayaBageshwari Stop,27.711989,85.344999
R2989074,Sakhu - Purano Bus Park,10,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2989074,Sakhu - Purano Bus Park,11,S0222,Old Baneshwor,27.70152,85.340204
R2989074,Sakhu - Purano Bus Park,12,S0035,Maiti Devi chowk,27.703944,85.332682
R2989074,Sakhu - Purano Bus Park,13,S0055,Dillibazaar stop,27.70537,85.326759
R2989074,Sakhu - Purano Bus Park,14,S0005,Putalisadak Stop,27.70569,85.322552
R2989074,Sakhu - Purano Bus Park,15,S0031,Bagbazar Stop,27.705828,85.317204
R2989074,Sakhu - Purano Bus Park,16,S0198,Purano Bus Park,27.703654,85.316517
R2989075,Jorpati - Purano Bus Park,1,S0135,Jorpati,27.721763,85.372632
R2989075,Jorpati - Purano Bus Park,2,S0026,Boudha,27.72072,85.36176
R2989075,Jorpati - Purano Bus Park,3,S0172,Hyatt Regency,27.7194,85.354109
R2989075,Jorpati - Purano Bus Park,4,S0195,Chabahil चाबाहील,27.717,85.3465
R2989075,Jorpati - Purano Bus Park,5,S0052,JayaBageshwari Stop,27.711989,85.344999
R2989075,Jorpati - Purano Bus Park,6,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2989075,Jorpati - Purano Bus Park,7,S0222,Old Baneshwor,27.70152,85.340204
R2989075,Jorpati - Purano Bus Park,8,S0035,Maiti Devi chowk,27.703944,85.332682
R2989075,Jorpati - Purano Bus Park,9,S0055,Dillibazaar stop,27.70537,85.326759
R2989075,Jorpati - Purano Bus Park,10,S0005,Putalisadak Stop,27.70569,85.322552
R2989075,Jorpati - Purano Bus Park,11,S0031,Bagbazar Stop,27.705828,85.317204
R2989075,Jorpati - Purano Bus Park,12,S0198,Purano Bus Park,27.703654,85.316517
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,1,S0081,Bhaktapur Hospital Stop,27.671988,85.422408
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,2,S0161,Bhaktapur Bus Park,27.671307,85.422416
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,3,S0014,Sallaghari North,27.674055,85.409969
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,4,S0319,Siddhapokhari,27.672102,85.415214
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,5,S0202,Srijananagar,27.672911,85.404267
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,6,S0147,Radhe Radhe,27.67459,85.39748
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,7,S0322,Nagadesh,27.676214,85.385102
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,8,S0323,Purano Thimi / Siddhikali Chowk,27.678125,85.378942
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,9,S0324,Balkumari Thimi,27.67631,85.373115
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,10,S0325,Gatthaghar,27.673981,85.366812
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,11,S0326,Kausaltar,27.672102,85.361921
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,12,S0312,Lokanthali South,27.671325,85.358214
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,13,S0159,Jadibuti,27.675459,85.3516
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,14,S0057,Nikosera,27.680054,85.39845
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,15,S0150,Baakha Bazaar,27.682879,85.385831
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,16,S0181,SanoThimi,27.682682,85.37234
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,17,S0156,Pepsi Cola Chowk,27.689209,85.360354
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,18,S0107,Koteshwor Stop,27.6802001,85.3494489
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,19,S0017,Tinkune Stop,27.6835,85.3486
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,20,S0203,Tinkune Subidhanagar,27.686056,85.345662
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,21,S0127,Shantinagar Stop,27.687086,85.341372
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,22,S0029,Minbhawan,27.6877,85.338462
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,23,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,24,S0034,Buddhanagar Stop,27.68933,85.331039
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,25,S0304,Naya Baneshwor Chowk,27.691512,85.333065
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,26,S0015,Hanumanthan Stop,27.693522,85.327603
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,27,S0062,Babarmahal Stop East,27.69032,85.328762
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,28,S0028,Babarmahal,27.692579,85.323905
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,29,S0099,Babarmahal Stop West,27.692337,85.3244
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,30,S0097,Maitighar,27.693965,85.320962
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,31,S0036,Singha Durbar West Stop,27.69659,85.321228
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,32,S0102,New Plaza Stop,27.700951,85.322918
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,33,S0005,Putalisadak Stop,27.70569,85.322552
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,34,S0278,"N.A.Bh (Nepal Army Headquarters, Bhadrakali)",27.69941,85.31481
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,35,S0013,Ratna Park,27.706705,85.315249
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,36,S0031,Bagbazar Stop,27.705828,85.317204
R3020174,Purano Buspark-Gothatar,1,S0198,Purano Bus Park,27.703654,85.316517
R3020174,Purano Buspark-Gothatar,2,S0137,Ghantaghar (घण्टाघर) stop,27.708043,85.317116
R3020174,Purano Buspark-Gothatar,3,S0094,Krishna Pauroti Stop,27.710369,85.322281
R3020174,Purano Buspark-Gothatar,4,S0042,Kamaladi Road (कमलादी) stop,27.707997,85.321282
R3020174,Purano Buspark-Gothatar,5,S0005,Putalisadak Stop,27.70569,85.322552
R3020174,Purano Buspark-Gothatar,6,S0055,Dillibazaar stop,27.70537,85.326759
R3020174,Purano Buspark-Gothatar,7,S0035,Maiti Devi chowk,27.703944,85.332682
R3020174,Purano Buspark-Gothatar,8,S0222,Old Baneshwor,27.70152,85.340204
R3020174,Purano Buspark-Gothatar,9,S0016,Bhimsengola stop,27.700377,85.343256
R3020174,Purano Buspark-Gothatar,10,S0148,Sinamangal,27.698432,85.348521
R3020174,Purano Buspark-Gothatar,11,S0027,KMC stop,27.695834,85.352791
R3020174,Purano Buspark-Gothatar,12,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R3020174,Purano Buspark-Gothatar,13,S0053,Gairigaun Stop,27.687275,85.35056
R3020174,Purano Buspark-Gothatar,14,S0107,Koteshwor Stop,27.6802001,85.3494489
R3020174,Purano Buspark-Gothatar,15,S0159,Jadibuti,27.675459,85.3516
R3020174,Purano Buspark-Gothatar,16,S0156,Pepsi Cola Chowk,27.689209,85.360354
R3020174,Purano Buspark-Gothatar,17,S0120,Gothatar,27.703133,85.369443
R3020212,Dhokashi- Chobar gate- Ratnapark,1,S0073,Chobhar Gate,27.670449,85.290622
R3020212,Dhokashi- Chobar gate- Ratnapark,2,S0009,Dhokashi,27.670661,85.279034
R3020212,Dhokashi- Chobar gate- Ratnapark,3,S0049,Naya Bato,27.676114,85.293897
R3020212,Dhokashi- Chobar gate- Ratnapark,4,S0043,TU Gate,27.67888,85.297212
R3020212,Dhokashi- Chobar gate- Ratnapark,5,S0225,Kumari Club,27.682663,85.298599
R3020212,Dhokashi- Chobar gate- Ratnapark,6,S0230,Balkhu,27.6823,85.2985
R3020212,Dhokashi- Chobar gate- Ratnapark,7,S0233,Balkhu Stop,27.684798,85.298592
R3020212,Dhokashi- Chobar gate- Ratnapark,8,S0023,Kalimati,27.69843,85.29944
R3020212,Dhokashi- Chobar gate- Ratnapark,9,S0056,Tripureshwor,27.694418,85.314128
R3020212,Dhokashi- Chobar gate- Ratnapark,10,S0067,Shahid Gate,27.699685,85.314748
R3020212,Dhokashi- Chobar gate- Ratnapark,11,S0076,Sundhara Stop,27.700542,85.313503
R3020212,Dhokashi- Chobar gate- Ratnapark,12,S0086,Tourism Board Stop,27.702332,85.3168
R3020212,Dhokashi- Chobar gate- Ratnapark,13,S0198,Purano Bus Park,27.703654,85.316517
R3020213,Ratna Park - Panga Dobato- Dhokashi,1,S0198,Purano Bus Park,27.703654,85.316517
R3020213,Ratna Park - Panga Dobato- Dhokashi,2,S0086,Tourism Board Stop,27.702332,85.3168
R3020213,Ratna Park - Panga Dobato- Dhokashi,3,S0067,Shahid Gate,27.699685,85.314748
R3020213,Ratna Park - Panga Dobato- Dhokashi,4,S0076,Sundhara Stop,27.700542,85.313503
R3020213,Ratna Park - Panga Dobato- Dhokashi,5,S0056,Tripureshwor,27.694418,85.314128
R3020213,Ratna Park - Panga Dobato- Dhokashi,6,S0023,Kalimati,27.69843,85.29944
R3020213,Ratna Park - Panga Dobato- Dhokashi,7,S0230,Balkhu,27.6823,85.2985
R3020213,Ratna Park - Panga Dobato- Dhokashi,8,S0233,Balkhu Stop,27.684798,85.298592
R3020213,Ratna Park - Panga Dobato- Dhokashi,9,S0225,Kumari Club,27.682663,85.298599
R3020213,Ratna Park - Panga Dobato- Dhokashi,10,S0043,TU Gate,27.67888,85.297212
R3020213,Ratna Park - Panga Dobato- Dhokashi,11,S0049,Naya Bato,27.676114,85.293897
R3020213,Ratna Park - Panga Dobato- Dhokashi,12,S0047,Tinkune (Kirtipur side),27.676654,85.283543
R3020213,Ratna Park - Panga Dobato- Dhokashi,13,S0221,Naya Bazar,27.677149,85.28139
R3020213,Ratna Park - Panga Dobato- Dhokashi,14,S0084,Panga Dobato,27.674758,85.280408
R3020213,Ratna Park - Panga Dobato- Dhokashi,15,S0009,Dhokashi,27.670661,85.279034
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,1,S0198,Purano Bus Park,27.703654,85.316517
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,2,S0086,Tourism Board Stop,27.702332,85.3168
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,3,S0067,Shahid Gate,27.699685,85.314748
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,4,S0076,Sundhara Stop,27.700542,85.313503
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,5,S0056,Tripureshwor,27.694418,85.314128
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,6,S0023,Kalimati,27.69843,85.29944
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,7,S0230,Balkhu,27.6823,85.2985
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,8,S0233,Balkhu Stop,27.684798,85.298592
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,9,S0225,Kumari Club,27.682663,85.298599
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,10,S0043,TU Gate,27.67888,85.297212
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,11,S0049,Naya Bato,27.676114,85.293897
