route_id,route_name,stop_sequence,stop_id,stop_name,lat,lng
R2301205,Purano Bus Park-Shivapuri,12,S0082,Panipokhari stop,27.730686,85.325986
R2301205,Purano Bus Park-Shivapuri,13,S0124,Teaching Hospital stop,27.734523,85.330711
R2301205,Purano Bus Park-Shivapuri,14,S0030,Chakrapath Stop-- South,27.739835,85.336915
R2301205,Purano Bus Park-Shivapuri,15,S0044,Narayan Gopal Chowk,27.740022,85.337201
R2301205,Purano Bus Park-Shivapuri,16,S0158,Bansbari stop,27.745758,85.342373
R2301205,Purano Bus Park-Shivapuri,17,S0231,Golfutar stop,27.75144,85.345969
R2301205,Purano Bus Park-Shivapuri,18,S0038,Deuba Chowk stop,27.773756,85.36033
R2301205,Purano Bus Park-Shivapuri,19,S0096,Budhanilkantha Micro Stand,27.776459,85.361934
R2301205,Purano Bus Park-Shivapuri,20,S0176,Budhanilkantha Stop,27.776743,85.36214
R2301205,Purano Bus Park-Shivapuri,21,S0144,Shivapuri Park Stop,27.791067,85.37041
R2301306,Balkumari-Gopi Krishna,1,S0024,Balkumari Stop,27.6763,85.3395
R2301306,Balkumari-Gopi Krishna,2,S0220,Balkumari Bridge Stop,27.673762,85.342508
R2301306,Balkumari-Gopi Krishna,3,S0107,Koteshwor Stop,27.6802001,85.3494489
R2301306,Balkumari-Gopi Krishna,4,S0017,Tinkune Stop,27.6835,85.3486
R2301306,Balkumari-Gopi Krishna,5,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2301306,Balkumari-Gopi Krishna,6,S0127,Shantinagar Stop,27.687086,85.341372
R2301306,Balkumari-Gopi Krishna,7,S0029,Minbhawan,27.6877,85.338462
R2301306,Balkumari-Gopi Krishna,8,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2301306,Balkumari-Gopi Krishna,9,S0075,New Baneshwor West,27.690327,85.335954
R2301306,Balkumari-Gopi Krishna,10,S0108,Thapagaun Stop,27.691133,85.334031
R2301306,Balkumari-Gopi Krishna,11,S0033,Bijulibazar Stop,27.692332,85.329615
R2301306,Balkumari-Gopi Krishna,12,S0015,Hanumanthan Stop,27.693522,85.327603
R2301306,Balkumari-Gopi Krishna,13,S0209,Singha Durbar East Stop,27.696608,85.32815
R2301306,Balkumari-Gopi Krishna,14,S0196,Anamnagar Stop,27.699488,85.3286
R2301306,Balkumari-Gopi Krishna,15,S0102,New Plaza Stop,27.700951,85.322918
R2301306,Balkumari-Gopi Krishna,16,S0005,Putalisadak Stop,27.70569,85.322552
R2301306,Balkumari-Gopi Krishna,17,S0042,Kamaladi Road (कमलादी) stop,27.707997,85.321282
R2301306,Balkumari-Gopi Krishna,18,S0094,Krishna Pauroti Stop,27.710369,85.322281
R2301306,Balkumari-Gopi Krishna,19,S0188,Gairidhara,27.717774,85.327892
R2301306,Balkumari-Gopi Krishna,20,S0051,Tangal,27.717202,85.330449
R2301306,Balkumari-Gopi Krishna,21,S0197,Police Headquarter Stop,27.716634,85.330214
R2301306,Balkumari-Gopi Krishna,22,S0105,Bhatbhatini Stop,27.719211,85.331082
R2301306,Balkumari-Gopi Krishna,23,S0068,Baluwatar,27.724427,85.331034
R2301306,Balkumari-Gopi Krishna,24,S0124,Teaching Hospital stop,27.734523,85.330711
R2301306,Balkumari-Gopi Krishna,25,S0030,Chakrapath Stop-- South,27.739835,85.336915
R2301306,Balkumari-Gopi Krishna,26,S0044,Narayan Gopal Chowk,27.740022,85.337201
R2301306,Balkumari-Gopi Krishna,27,S0109,Chapal Karkhana stop,27.734807,85.342234
R2301306,Balkumari-Gopi Krishna,28,S0118,Dhumbarahi,27.731787,85.344365
R2301306,Balkumari-Gopi Krishna,29,S0217,Sukedhara Stop,27.7245,85.3438
R2301306,Balkumari-Gopi Krishna,30,S0134,Gopi Krishna Stop,27.720629,85.346099
R2301357,Naya Baneshwor-Teaching,1,S0075,New Baneshwor West,27.690327,85.335954
R2301357,Naya Baneshwor-Teaching,2,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2301357,Naya Baneshwor-Teaching,3,S0167,ShivaDarshan Hall Stop,27.692336,85.336217
R2301357,Naya Baneshwor-Teaching,4,S0059,SchEMS,27.694334,85.337154
R2301357,Naya Baneshwor-Teaching,5,S0205,Ratna Rajya Stop,27.695667,85.33762
R2301357,Naya Baneshwor-Teaching,6,S0077,Apex College Stop,27.69907,85.338327
R2301357,Naya Baneshwor-Teaching,7,S0046,Tempo Stop Near Old Baneshwar,27.700669,85.339677
R2301357,Naya Baneshwor-Teaching,8,S0222,Old Baneshwor,27.70152,85.340204
R2301357,Naya Baneshwor-Teaching,9,S0045,Ratopul,27.708117,85.336428
R2301357,Naya Baneshwor-Teaching,10,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2301357,Naya Baneshwor-Teaching,11,S0052,JayaBageshwari Stop,27.711989,85.344999
R2301357,Naya Baneshwor-Teaching,12,S0195,Chabahil चाबाहील,27.717,85.3465
R2301358,Teaching-NayaBaneshwar,1,S0124,Teaching Hospital stop,27.734523,85.330711
R2301358,Teaching-NayaBaneshwar,2,S0030,Chakrapath Stop-- South,27.739835,85.336915
R2301358,Teaching-NayaBaneshwar,3,S0044,Narayan Gopal Chowk,27.740022,85.337201
R2301358,Teaching-NayaBaneshwar,4,S0134,Gopi Krishna Stop,27.720629,85.346099
R2301358,Teaching-NayaBaneshwar,5,S0217,Sukedhara Stop,27.7245,85.3438
R2301358,Teaching-NayaBaneshwar,6,S0118,Dhumbarahi,27.731787,85.344365
R2301358,Teaching-NayaBaneshwar,7,S0109,Chapal Karkhana stop,27.734807,85.342234
R2301358,Teaching-NayaBaneshwar,8,S0195,Chabahil चाबाहील,27.717,85.3465
R2301358,Teaching-NayaBaneshwar,9,S0052,JayaBageshwari Stop,27.711989,85.344999
R2301358,Teaching-NayaBaneshwar,10,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2301358,Teaching-NayaBaneshwar,11,S0222,Old Baneshwor,27.70152,85.340204
R2301358,Teaching-NayaBaneshwar,12,S0167,ShivaDarshan Hall Stop,27.692336,85.336217
R2301358,Teaching-NayaBaneshwar,13,S0059,SchEMS,27.694334,85.337154
R2301358,Teaching-NayaBaneshwar,14,S0205,Ratna Rajya Stop,27.695667,85.33762
R2301358,Teaching-NayaBaneshwar,15,S0077,Apex College Stop,27.69907,85.338327
R2301358,Teaching-NayaBaneshwar,16,S0046,Tempo Stop Near Old Baneshwar,27.700669,85.339677
R2302674,Naikap-Koteshwor,1,S0291,Naikap Bus Stop,27.689104,85.263889
R2302674,Naikap-Koteshwor,2,S0292,Bosigaun Chowk / Checkpost,27.690812,85.269415
R2302674,Naikap-Koteshwor,3,S0275,Dui Adda (Dhunga Adda),27.691351,85.275754
R2302674,Naikap-Koteshwor,4,S0130,Kalanki,27.6938,85.2818
R2302674,Naikap-Koteshwor,5,S0295,Underpass East / Khasibazaar,27.695214,85.288912
R2302674,Naikap-Koteshwor,6,S0296,Soalteemode East,27.696812,85.292541
R2302674,Naikap-Koteshwor,7,S0263,Ravi Bhavan,27.6950507,85.2948778
R2302674,Naikap-Koteshwor,8,S0192,Naya Naikap,27.701283,85.289181
R2302674,Naikap-Koteshwor,9,S0023,Kalimati,27.69843,85.29944
R2302674,Naikap-Koteshwor,10,S0276,Tek (Teku),27.696325,85.306981
R2302674,Naikap-Koteshwor,11,S0056,Tripureshwor,27.694418,85.314128
R2302674,Naikap-Koteshwor,12,S0185,Thapathali,27.691767,85.318016
R2302674,Naikap-Koteshwor,13,S0132,Maitighar Stop--South,27.694112,85.319308
R2302674,Naikap-Koteshwor,14,S0097,Maitighar,27.693965,85.320962
R2302674,Naikap-Koteshwor,15,S0028,Babarmahal,27.692579,85.323905
R2302674,Naikap-Koteshwor,16,S0099,Babarmahal Stop West,27.692337,85.3244
R2302674,Naikap-Koteshwor,17,S0034,Buddhanagar Stop,27.68933,85.331039
R2302674,Naikap-Koteshwor,18,S0062,Babarmahal Stop East,27.69032,85.328762
R2302674,Naikap-Koteshwor,19,S0015,Hanumanthan Stop,27.693522,85.327603
R2302674,Naikap-Koteshwor,20,S0304,Naya Baneshwor Chowk,27.691512,85.333065
R2302674,Naikap-Koteshwor,21,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2302674,Naikap-Koteshwor,22,S0029,Minbhawan,27.6877,85.338462
R2302674,Naikap-Koteshwor,23,S0127,Shantinagar Stop,27.687086,85.341372
R2302674,Naikap-Koteshwor,24,S0017,Tinkune Stop,27.6835,85.3486
R2302674,Naikap-Koteshwor,25,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2302674,Naikap-Koteshwor,26,S0107,Koteshwor Stop,27.6802001,85.3494489
R2307657,Lubhu - Lagankhel,1,S0360,Lubhu Bus Park,27.6496,85.362
R2307657,Lubhu - Lagankhel,2,S0361,Dungin / School Chowk,27.6535,85.3562
R2307657,Lubhu - Lagankhel,3,S0362,Sanagaun Chowk,27.6582,85.3495
R2307657,Lubhu - Lagankhel,4,S0363,Siddhipur / Tikathali Dobato,27.662,85.3442
R2307657,Lubhu - Lagankhel,5,S0364,Imadol Krishna Mandir,27.6655,85.3388
R2307657,Lubhu - Lagankhel,6,S0365,Ratamakai Chowk,27.668,85.3362
R2307657,Lubhu - Lagankhel,7,S0366,KIST Hospital Chowk,27.6692,85.335
R2307657,Lubhu - Lagankhel,8,S0020,Gwarko Chowk Stop,27.6705,85.334
R2307657,Lubhu - Lagankhel,9,S0367,Prayag Pokhari / Patan College,27.6685,85.3265
R2307657,Lubhu - Lagankhel,10,S0368,Patan Hospital Dobato,27.6672,85.3235
R2307657,Lubhu - Lagankhel,11,S0112,Lagankhel Stop,27.6668,85.3219
R2909799,Kamalbinayak-Ratnapark,1,S0025,Kamal Binayak,27.677327,85.436917
R2909799,Kamalbinayak-Ratnapark,2,S0050,Mahalaxmi Stop,27.676102,85.433768
R2909799,Kamalbinayak-Ratnapark,3,S0165,Mahakali Stop,27.675964,85.431831
R2909799,Kamalbinayak-Ratnapark,4,S0199,Byasi Stop,27.674804,85.427443
R2909799,Kamalbinayak-Ratnapark,5,S0081,Bhaktapur Hospital Stop,27.671988,85.422408
R2909799,Kamalbinayak-Ratnapark,6,S0161,Bhaktapur Bus Park,27.671307,85.422416
R2909799,Kamalbinayak-Ratnapark,7,S0014,Sallaghari North,27.674055,85.409969
R2909799,Kamalbinayak-Ratnapark,8,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2909799,Kamalbinayak-Ratnapark,9,S0202,Srijananagar,27.672911,85.404267
R2909799,Kamalbinayak-Ratnapark,10,S0147,Radhe Radhe,27.67459,85.39748
R2909799,Kamalbinayak-Ratnapark,11,S0110,Thimi Stop,27.673336,85.386293
R2909799,Kamalbinayak-Ratnapark,12,S0007,Chardobato,27.673553,85.381717
R2909799,Kamalbinayak-Ratnapark,13,S0092,Gathaghar,27.674014,85.373177
R2909799,Kamalbinayak-Ratnapark,14,S0004,Kaushaltar,27.674541,85.364349
R2909799,Kamalbinayak-Ratnapark,15,S0022,Lokanthali North,27.674829,85.359862
R2909799,Kamalbinayak-Ratnapark,16,S0159,Jadibuti,27.675459,85.3516
R2909799,Kamalbinayak-Ratnapark,17,S0107,Koteshwor Stop,27.6802001,85.3494489
R2909799,Kamalbinayak-Ratnapark,18,S0017,Tinkune Stop,27.6835,85.3486
R2909799,Kamalbinayak-Ratnapark,19,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2909799,Kamalbinayak-Ratnapark,20,S0127,Shantinagar Stop,27.687086,85.341372
R2909799,Kamalbinayak-Ratnapark,21,S0029,Minbhawan,27.6877,85.338462
R2909799,Kamalbinayak-Ratnapark,22,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2909799,Kamalbinayak-Ratnapark,23,S0034,Buddhanagar Stop,27.68933,85.331039
R2909799,Kamalbinayak-Ratnapark,24,S0062,Babarmahal Stop East,27.69032,85.328762
R2909799,Kamalbinayak-Ratnapark,25,S0028,Babarmahal,27.692579,85.323905
R2909799,Kamalbinayak-Ratnapark,26,S0099,Babarmahal Stop West,27.692337,85.3244
R2909799,Kamalbinayak-Ratnapark,27,S0097,Maitighar,27.693965,85.320962
R2909799,Kamalbinayak-Ratnapark,28,S0036,Singha Durbar West Stop,27.69659,85.321228
R2909799,Kamalbinayak-Ratnapark,29,S0102,New Plaza Stop,27.700951,85.322918
R2909799,Kamalbinayak-Ratnapark,30,S0005,Putalisadak Stop,27.70569,85.322552
R2909799,Kamalbinayak-Ratnapark,31,S0031,Bagbazar Stop,27.705828,85.317204
R2975649,Purano Buspark - Chabahil,1,S0198,Purano Bus Park,27.703654,85.316517
R2975649,Purano Buspark - Chabahil,2,S0086,Tourism Board Stop,27.702332,85.3168
R2975649,Purano Buspark - Chabahil,3,S0088,Bhadrakali,27.699352,85.317713
R2975649,Purano Buspark - Chabahil,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R2975649,Purano Buspark - Chabahil,5,S0097,Maitighar,27.693965,85.320962
R2975649,Purano Buspark - Chabahil,6,S0028,Babarmahal,27.692579,85.323905
R2975649,Purano Buspark - Chabahil,7,S0099,Babarmahal Stop West,27.692337,85.3244
R2975649,Purano Buspark - Chabahil,8,S0034,Buddhanagar Stop,27.68933,85.331039
R2975649,Purano Buspark - Chabahil,9,S0062,Babarmahal Stop East,27.69032,85.328762
R2975649,Purano Buspark - Chabahil,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2975649,Purano Buspark - Chabahil,11,S0029,Minbhawan,27.6877,85.338462
R2975649,Purano Buspark - Chabahil,12,S0127,Shantinagar Stop,27.687086,85.341372
R2975649,Purano Buspark - Chabahil,13,S0017,Tinkune Stop,27.6835,85.3486
R2975649,Purano Buspark - Chabahil,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2975649,Purano Buspark - Chabahil,15,S0053,Gairigaun Stop,27.687275,85.35056
R2975649,Purano Buspark - Chabahil,16,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R2975649,Purano Buspark - Chabahil,17,S0070,Airport Bus Station,27.700728,85.353666
R2975649,Purano Buspark - Chabahil,18,S0071,पिङ्गलस्थान,27.70581,85.347131
R2975649,Purano Buspark - Chabahil,19,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2975649,Purano Buspark - Chabahil,20,S0052,JayaBageshwari Stop,27.711989,85.344999
R2975649,Purano Buspark - Chabahil,21,S0195,Chabahil चाबाहील,27.717,85.3465
R2975649,Purano Buspark - Chabahil,22,S0134,Gopi Krishna Stop,27.720629,85.346099
R2975649,Purano Buspark - Chabahil,23,S0217,Sukedhara Stop,27.7245,85.3438
R2975649,Purano Buspark - Chabahil,24,S0118,Dhumbarahi,27.731787,85.344365
R2975649,Purano Buspark - Chabahil,25,S0109,Chapal Karkhana stop,27.734807,85.342234
R2975649,Purano Buspark - Chabahil,26,S0030,Chakrapath Stop-- South,27.739835,85.336915
R2975649,Purano Buspark - Chabahil,27,S0044,Narayan Gopal Chowk,27.740022,85.337201
R2988806,Ratnapark-Dadhikot,1,S0013,Ratna Park,27.706705,85.315249
R2988806,Ratnapark-Dadhikot,2,S0198,Purano Bus Park,27.703654,85.316517
R2988806,Ratnapark-Dadhikot,3,S0086,Tourism Board Stop,27.702332,85.3168
R2988806,Ratnapark-Dadhikot,4,S0278,"N.A.Bh (Nepal Army Headquarters, Bhadrakali)",27.69941,85.31481
R2988806,Ratnapark-Dadhikot,5,S0088,Bhadrakali,27.699352,85.317713
R2988806,Ratnapark-Dadhikot,6,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988806,Ratnapark-Dadhikot,7,S0097,Maitighar,27.693965,85.320962
R2988806,Ratnapark-Dadhikot,8,S0028,Babarmahal,27.692579,85.323905
R2988806,Ratnapark-Dadhikot,9,S0099,Babarmahal Stop West,27.692337,85.3244
R2988806,Ratnapark-Dadhikot,10,S0034,Buddhanagar Stop,27.68933,85.331039
R2988806,Ratnapark-Dadhikot,11,S0062,Babarmahal Stop East,27.69032,85.328762
R2988806,Ratnapark-Dadhikot,12,S0015,Hanumanthan Stop,27.693522,85.327603
R2988806,Ratnapark-Dadhikot,13,S0304,Naya Baneshwor Chowk,27.691512,85.333065
R2988806,Ratnapark-Dadhikot,14,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988806,Ratnapark-Dadhikot,15,S0029,Minbhawan,27.6877,85.338462
R2988806,Ratnapark-Dadhikot,16,S0127,Shantinagar Stop,27.687086,85.341372
R2988806,Ratnapark-Dadhikot,17,S0017,Tinkune Stop,27.6835,85.3486
R2988806,Ratnapark-Dadhikot,18,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988806,Ratnapark-Dadhikot,19,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988806,Ratnapark-Dadhikot,20,S0159,Jadibuti,27.675459,85.3516
R2988806,Ratnapark-Dadhikot,21,S0022,Lokanthali North,27.674829,85.359862
R2988806,Ratnapark-Dadhikot,22,S0004,Kaushaltar,27.674541,85.364349
R2988806,Ratnapark-Dadhikot,23,S0312,Lokanthali South,27.671325,85.358214
R2988806,Ratnapark-Dadhikot,24,S0313,Balkot Mod,27.668512,85.360124
R2988806,Ratnapark-Dadhikot,25,S0314,Balkot Chowk,27.666418,85.36215
R2988806,Ratnapark-Dadhikot,26,S0315,Gamcha Bus Stop,27.659812,85.365318
R2988806,Ratnapark-Dadhikot,27,S0316,Biruwa / Dadhikot Mod,27.656214,85.367102
R2988806,Ratnapark-Dadhikot,28,S0317,Dadhikot Health Post,27.653102,85.368845
R2988806,Ratnapark-Dadhikot,29,S0092,Gathaghar,27.674014,85.373177
R2988806,Ratnapark-Dadhikot,30,S0007,Chardobato,27.673553,85.381717
R2988806,Ratnapark-Dadhikot,31,S0110,Thimi Stop,27.673336,85.386293
R2988809,Purano Bus Park - Sakhu,1,S0198,Purano Bus Park,27.703654,85.316517
R2988809,Purano Bus Park - Sakhu,2,S0086,Tourism Board Stop,27.702332,85.3168
R2988809,Purano Bus Park - Sakhu,3,S0088,Bhadrakali,27.699352,85.317713
R2988809,Purano Bus Park - Sakhu,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988809,Purano Bus Park - Sakhu,5,S0097,Maitighar,27.693965,85.320962
R2988809,Purano Bus Park - Sakhu,6,S0028,Babarmahal,27.692579,85.323905
R2988809,Purano Bus Park - Sakhu,7,S0099,Babarmahal Stop West,27.692337,85.3244
R2988809,Purano Bus Park - Sakhu,8,S0034,Buddhanagar Stop,27.68933,85.331039
R2988809,Purano Bus Park - Sakhu,9,S0062,Babarmahal Stop East,27.69032,85.328762
R2988809,Purano Bus Park - Sakhu,10,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988809,Purano Bus Park - Sakhu,11,S0029,Minbhawan,27.6877,85.338462
R2988809,Purano Bus Park - Sakhu,12,S0127,Shantinagar Stop,27.687086,85.341372
R2988809,Purano Bus Park - Sakhu,13,S0017,Tinkune Stop,27.6835,85.3486
R2988809,Purano Bus Park - Sakhu,14,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988809,Purano Bus Park - Sakhu,15,S0053,Gairigaun Stop,27.687275,85.35056
R2988809,Purano Bus Park - Sakhu,16,S0139,Sinamangal/Ring Road Stop सिनामंगल,27.6983,85.3533
R2988809,Purano Bus Park - Sakhu,17,S0070,Airport Bus Station,27.700728,85.353666
R2988809,Purano Bus Park - Sakhu,18,S0071,पिङ्गलस्थान,27.70581,85.347131
R2988809,Purano Bus Park - Sakhu,19,S0204,Gaushala Chowk Stop,27.7082,85.3485
R2988809,Purano Bus Park - Sakhu,20,S0052,JayaBageshwari Stop,27.711989,85.344999
R2988809,Purano Bus Park - Sakhu,21,S0195,Chabahil चाबाहील,27.717,85.3465
R2988809,Purano Bus Park - Sakhu,22,S0172,Hyatt Regency,27.7194,85.354109
R2988809,Purano Bus Park - Sakhu,23,S0026,Boudha,27.72072,85.36176
R2988809,Purano Bus Park - Sakhu,24,S0135,Jorpati,27.721763,85.372632
R2988809,Purano Bus Park - Sakhu,25,S0369,Thali,27.72694,85.40417
R2988809,Purano Bus Park - Sakhu,26,S0370,Danchhi,27.72989,85.41778
R2988809,Purano Bus Park - Sakhu,27,S0371,Bramhakhel,27.7299,85.4279
R2988809,Purano Bus Park - Sakhu,28,S0146,Sakhu Stop,27.727684,85.461668
R2988810,Purano Bus Park- Budhanilkantha,1,S0198,Purano Bus Park,27.703654,85.316517
R2988810,Purano Bus Park- Budhanilkantha,2,S0086,Tourism Board Stop,27.702332,85.3168
R2988810,Purano Bus Park- Budhanilkantha,3,S0067,Shahid Gate,27.699685,85.314748
R2988810,Purano Bus Park- Budhanilkantha,4,S0076,Sundhara Stop,27.700542,85.313503
R2988810,Purano Bus Park- Budhanilkantha,5,S0100,RNAC stop,27.70221,85.313638
R2988810,Purano Bus Park- Budhanilkantha,6,S0171,Bir Hospital,27.705723,85.314074
R2988810,Purano Bus Park- Budhanilkantha,7,S0166,Kantipath,27.708912,85.314607
R2988810,Purano Bus Park- Budhanilkantha,8,S0152,Jamal,27.708829,85.315292
R2988810,Purano Bus Park- Budhanilkantha,9,S0193,Lainchour Chowk Bus Stop,27.717048,85.316046
R2988810,Purano Bus Park- Budhanilkantha,10,S0087,Lainchaur stop,27.718757,85.317697
R2988810,Purano Bus Park- Budhanilkantha,11,S0149,Lazimpat stop,27.722523,85.320924
R2988810,Purano Bus Park- Budhanilkantha,12,S0082,Panipokhari stop,27.730686,85.325986
R2988810,Purano Bus Park- Budhanilkantha,13,S0124,Teaching Hospital stop,27.734523,85.330711
R2988810,Purano Bus Park- Budhanilkantha,14,S0030,Chakrapath Stop-- South,27.739835,85.336915
R2988810,Purano Bus Park- Budhanilkantha,15,S0044,Narayan Gopal Chowk,27.740022,85.337201
R2988810,Purano Bus Park- Budhanilkantha,16,S0158,Bansbari stop,27.745758,85.342373
R2988810,Purano Bus Park- Budhanilkantha,17,S0231,Golfutar stop,27.75144,85.345969
R2988810,Purano Bus Park- Budhanilkantha,18,S0038,Deuba Chowk stop,27.773756,85.36033
R2988810,Purano Bus Park- Budhanilkantha,19,S0096,Budhanilkantha Micro Stand,27.776459,85.361934
R2988810,Purano Bus Park- Budhanilkantha,20,S0176,Budhanilkantha Stop,27.776743,85.36214
R2988835,Ratna Park - Thankot,1,S0013,Ratna Park,27.706705,85.315249
R2988835,Ratna Park - Thankot,2,S0198,Purano Bus Park,27.703654,85.316517
R2988835,Ratna Park - Thankot,3,S0086,Tourism Board Stop,27.702332,85.3168
R2988835,Ratna Park - Thankot,4,S0067,Shahid Gate,27.699685,85.314748
R2988835,Ratna Park - Thankot,5,S0076,Sundhara Stop,27.700542,85.313503
R2988835,Ratna Park - Thankot,6,S0056,Tripureshwor,27.694418,85.314128
R2988835,Ratna Park - Thankot,7,S0023,Kalimati,27.69843,85.29944
R2988835,Ratna Park - Thankot,8,S0130,Kalanki,27.6938,85.2818
R2988835,Ratna Park - Thankot,9,S0054,Nikap,27.686091,85.26229
R2988835,Ratna Park - Thankot,10,S0008,Sataungal,27.686988,85.2506
R2988835,Ratna Park - Thankot,11,S0119,Thankot Checkpost,27.689002,85.227229
R2988836,Thankot - Ratna Park,1,S0010,Thankot,27.706627,85.20574
R2988836,Thankot - Ratna Park,2,S0119,Thankot Checkpost,27.689002,85.227229
R2988836,Thankot - Ratna Park,3,S0008,Sataungal,27.686988,85.2506
R2988836,Thankot - Ratna Park,4,S0054,Nikap,27.686091,85.26229
R2988836,Thankot - Ratna Park,5,S0130,Kalanki,27.6938,85.2818
R2988836,Thankot - Ratna Park,6,S0023,Kalimati,27.69843,85.29944
R2988836,Thankot - Ratna Park,7,S0056,Tripureshwor,27.694418,85.314128
R2988836,Thankot - Ratna Park,8,S0076,Sundhara Stop,27.700542,85.313503
R2988836,Thankot - Ratna Park,9,S0100,RNAC stop,27.70221,85.313638
R2988836,Thankot - Ratna Park,10,S0171,Bir Hospital,27.705723,85.314074
R2988836,Thankot - Ratna Park,11,S0013,Ratna Park,27.706705,85.315249
R2988890,Bagbazaar-Kamalbinayak,1,S0031,Bagbazar Stop,27.705828,85.317204
R2988890,Bagbazaar-Kamalbinayak,2,S0198,Purano Bus Park,27.703654,85.316517
R2988890,Bagbazaar-Kamalbinayak,3,S0086,Tourism Board Stop,27.702332,85.3168
R2988890,Bagbazaar-Kamalbinayak,4,S0088,Bhadrakali,27.699352,85.317713
R2988890,Bagbazaar-Kamalbinayak,5,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988890,Bagbazaar-Kamalbinayak,6,S0097,Maitighar,27.693965,85.320962
R2988890,Bagbazaar-Kamalbinayak,7,S0028,Babarmahal,27.692579,85.323905
R2988890,Bagbazaar-Kamalbinayak,8,S0099,Babarmahal Stop West,27.692337,85.3244
R2988890,Bagbazaar-Kamalbinayak,9,S0034,Buddhanagar Stop,27.68933,85.331039
R2988890,Bagbazaar-Kamalbinayak,10,S0062,Babarmahal Stop East,27.69032,85.328762
R2988890,Bagbazaar-Kamalbinayak,11,S0069,Naya Baneshwor Tampoo Station,27.688586,85.334689
R2988890,Bagbazaar-Kamalbinayak,12,S0029,Minbhawan,27.6877,85.338462
R2988890,Bagbazaar-Kamalbinayak,13,S0127,Shantinagar Stop,27.687086,85.341372
R2988890,Bagbazaar-Kamalbinayak,14,S0017,Tinkune Stop,27.6835,85.3486
R2988890,Bagbazaar-Kamalbinayak,15,S0203,Tinkune Subidhanagar,27.686056,85.345662
R2988890,Bagbazaar-Kamalbinayak,16,S0107,Koteshwor Stop,27.6802001,85.3494489
R2988890,Bagbazaar-Kamalbinayak,17,S0159,Jadibuti,27.675459,85.3516
R2988890,Bagbazaar-Kamalbinayak,18,S0022,Lokanthali North,27.674829,85.359862
R2988890,Bagbazaar-Kamalbinayak,19,S0004,Kaushaltar,27.674541,85.364349
R2988890,Bagbazaar-Kamalbinayak,20,S0092,Gathaghar,27.674014,85.373177
R2988890,Bagbazaar-Kamalbinayak,21,S0007,Chardobato,27.673553,85.381717
R2988890,Bagbazaar-Kamalbinayak,22,S0110,Thimi Stop,27.673336,85.386293
R2988890,Bagbazaar-Kamalbinayak,23,S0147,Radhe Radhe,27.67459,85.39748
R2988890,Bagbazaar-Kamalbinayak,24,S0202,Srijananagar,27.672911,85.404267
R2988890,Bagbazaar-Kamalbinayak,25,S0098,Tinkune Bhaktapur,27.672289,85.406828
R2988890,Bagbazaar-Kamalbinayak,26,S0014,Sallaghari North,27.674055,85.409969
R2988890,Bagbazaar-Kamalbinayak,27,S0081,Bhaktapur Hospital Stop,27.671988,85.422408
R2988890,Bagbazaar-Kamalbinayak,28,S0161,Bhaktapur Bus Park,27.671307,85.422416
R2988890,Bagbazaar-Kamalbinayak,29,S0199,Byasi Stop,27.674804,85.427443
R2988890,Bagbazaar-Kamalbinayak,30,S0165,Mahakali Stop,27.675964,85.431831
R2988890,Bagbazaar-Kamalbinayak,31,S0050,Mahalaxmi Stop,27.676102,85.433768
R2988890,Bagbazaar-Kamalbinayak,32,S0025,Kamal Binayak,27.677327,85.436917
R2988891,Panauti - Ratnapark,1,S0198,Purano Bus Park,27.703654,85.316517
R2988891,Panauti - Ratnapark,2,S0086,Tourism Board Stop,27.702332,85.3168
R2988891,Panauti - Ratnapark,3,S0088,Bhadrakali,27.699352,85.317713
R2988891,Panauti - Ratnapark,4,S0036,Singha Durbar West Stop,27.69659,85.321228
R2988891,Panauti - Ratnapark,5,S0097,Maitighar,27.693965,85.320962
R2988891,Panauti - Ratnapark,6,S0028,Babarmahal,27.692579,85.323905
R2988891,Panauti - Ratnapark,7,S0099,Babarmahal Stop West,27.692337,85.3244
R2988891,Panauti - Ratnapark,8,S0034,Buddhanagar Stop,27.68933,85.331039
